5HWA: ORGANISM_SCIENTIFIC: BACILLUS CIRCULANS
3SXM: ORGANISM_SCIENTIFIC: THERMOTOGA MARITIMA
5A3A: ORGANISM_SCIENTIFIC: STREPTOCOCCUS PYOGENES
3RKG: ORGANISM_SCIENTIFIC: SACCHAROMYCES CEREVISIAE
5DLT: ORGANISM_SCIENTIFIC: RATTUS NORVEGICUS
4V3L: ORGANISM_SCIENTIFIC: HOMO SAPIENS
4JJA: ORGANISM_SCIENTIFIC: BACTEROIDES FRAGILIS
1OYG: ORGANISM_SCIENTIFIC: BACILLUS SUBTILIS
2EAB: ORGANISM_SCIENTIFIC: BIFIDOBACTERIUM BIFIDUM
3ND1: ORGANISM_SCIENTIFIC: RHODOBACTER CAPSULATUS
3QZX: ORGANISM_SCIENTIFIC: METHANOSARCINA ACETIVORANS
4GXW: ORGANISM_SCIENTIFIC: BURKHOLDERIA AMBIFARIA
4NPD: ORGANISM_SCIENTIFIC: STAPHYLOCOCCUS AUREUS
5LJM: ORGANISM_SCIENTIFIC: HOMO SAPIENS
4PLZ: ORGANISM_SCIENTIFIC: PLASMODIUM FALCIPARUM
3L32: ORGANISM_SCIENTIFIC: RABIES VIRUS
2ANX: ORGANISM_SCIENTIFIC: ENTEROBACTERIA PHAGE P22
4Q2L: ORGANISM_SCIENTIFIC: ESCHERICHIA COLI
4V1K: ORGANISM_SCIENTIFIC: RUMINOCOCCUS FLAVEFACIENS
4ZV5: ORGANISM_SCIENTIFIC: MOUSE MAMMARY TUMOR VIRUS
3Q1X: ORGANISM_SCIENTIFIC: ENTAMOEBA HISTOLYTICA
3QHB: ORGANISM_SCIENTIFIC: CYANOPHORA PARADOXA
2Q3T: ORGANISM_SCIENTIFIC: ARABIDOPSIS THALIANA
5TZ5: ORGANISM_SCIENTIFIC: MOOREA PRODUCENS 3L
1LUC: ORGANISM_SCIENTIFIC: VIBRIO HARVEYI
4O1R: ORGANISM_SCIENTIFIC: NOSTOC PUNCTIFORME
4ZOT: ORGANISM_SCIENTIFIC: BAUHINIA BAUHINIOIDES
4H6Q: ORGANISM_SCIENTIFIC: DEINOCOCCUS RADIODURANS
1WN2: ORGANISM_SCIENTIFIC: PYROCOCCUS HORIKOSHII
3ZR8: ORGANISM_SCIENTIFIC: PHYTOPHTHORA CAPSICI
4U0O: ORGANISM_SCIENTIFIC: THERMOSYNECHOCOCCUS ELONGATUS
3HLX: ORGANISM_SCIENTIFIC: KLEBSIELLA PNEUMONIAE SUBSP. PNEUMONIAE
1OH0: ORGANISM_SCIENTIFIC: PSEUDOMONAS PUTIDA
1K5N: ORGANISM_SCIENTIFIC: HOMO SAPIENS
1H99: ORGANISM_SCIENTIFIC: BACILLUS SUBTILIS
4MYK: ORGANISM_SCIENTIFIC: TRYPANOSOMA CRUZI
1A4I: ORGANISM_SCIENTIFIC: HOMO SAPIENS
4DYQ: ORGANISM_SCIENTIFIC: SHIGELLA PHAGE SF6
3POW: ORGANISM_SCIENTIFIC: HOMO SAPIENS
1D8W: ORGANISM_SCIENTIFIC: ESCHERICHIA COLI
2PQ7: ORGANISM_SCIENTIFIC: UNCULTURED THERMOTOGALES BACTERIUM
5J1S: ORGANISM_SCIENTIFIC: HOMO SAPIENS
3PP2: ORGANISM_SCIENTIFIC: HOMO SAPIENS
4COG: ORGANISM_SCIENTIFIC: BURKHOLDERIA CENOCEPACIA
1SX5: ORGANISM_SCIENTIFIC: ESCHERICHIA COLI
4NBP: ORGANISM_SCIENTIFIC: JC POLYOMAVIRUS
4H5I: ORGANISM_SCIENTIFIC: SACCHAROMYCES CEREVISIAE
4BQY: ORGANISM_SCIENTIFIC: HOMO SAPIENS
1NZ0: ORGANISM_SCIENTIFIC: THERMOTOGA MARITIMA
4UQW: ORGANISM_SCIENTIFIC: PSEUDOMONAS AERUGINOSA PAO1
4JM1: ORGANISM_SCIENTIFIC: PARABACTEROIDES DISTASONIS
4W9Z: ORGANISM_SCIENTIFIC: BRADYRHIZOBIUM DIAZOEFFICIENS
3GNL: ORGANISM_SCIENTIFIC: LISTERIA MONOCYTOGENES STR. 4B F2365
4JDU: ORGANISM_SCIENTIFIC: BACTEROIDES FRAGILIS
2YMV: ORGANISM_SCIENTIFIC: MYCOBACTERIUM SMEGMATIS
4HI7: ORGANISM_SCIENTIFIC: DROSOPHILA MOJAVENSIS
5THX: ORGANISM_SCIENTIFIC: NEISSERIA GONORRHOEAE MIA_2011_03-10
5I2H: ORGANISM_SCIENTIFIC: PLANCTOPIRUS LIMNOPHILA (STRAIN ATCC 43296 /
4XZF: ORGANISM_SCIENTIFIC: SYNTHETIC CONSTRUCT
1HDO: ORGANISM_SCIENTIFIC: HOMO SAPIENS
4NEC: ORGANISM_SCIENTIFIC: STREPTOMYCES LASALIENSIS
4LD1: ORGANISM_SCIENTIFIC: DANIO RERIO
3T0H: ORGANISM_SCIENTIFIC: HOMO SAPIENS
5KKO: ORGANISM_SCIENTIFIC: VIBRIO CHOLERAE
5A0N: ORGANISM_SCIENTIFIC: STREPTOCOCCUS PNEUMONIAE
5IQN: ORGANISM_SCIENTIFIC: ESCHERICHIA COLI K-12
1YB3: ORGANISM_SCIENTIFIC: PYROCOCCUS FURIOSUS
4MXT: ORGANISM_SCIENTIFIC: BACTEROIDES UNIFORMIS
4JGI: ORGANISM_SCIENTIFIC: DESULFITOBACTERIUM HAFNIENSE
3U81: ORGANISM_SCIENTIFIC: RATTUS NORVEGICUS
5EIP: ORGANISM_SCIENTIFIC: SCHIZOSACCHAROMYCES POMBE 972H-
3C3Y: ORGANISM_SCIENTIFIC: MESEMBRYANTHEMUM CRYSTALLINUM
4A9V: ORGANISM_SCIENTIFIC: PSEUDOMONAS FLUORESCENS
3MCW: ORGANISM_SCIENTIFIC: CHROMOBACTERIUM VIOLACEUM
4LJO: ORGANISM_SCIENTIFIC: HOMO SAPIENS
2BWR: ORGANISM_SCIENTIFIC: PSATHYRELLA VELUTINA
1O7I: ORGANISM_SCIENTIFIC: SULFOLOBUS SOLFATARICUS
2VZC: ORGANISM_SCIENTIFIC: HOMO SAPIENS
1JX6: ORGANISM_SCIENTIFIC: VIBRIO HARVEYI
4HFS: ORGANISM_SCIENTIFIC: BACILLUS SUBTILIS SUBSP. SUBTILIS
4ZV0: ORGANISM_SCIENTIFIC: PSEUDOMONAS AERUGINOSA (STRAIN ATCC 15692 /
4XFJ: ORGANISM_SCIENTIFIC: MYCOBACTERIUM THERMORESISTIBILE ATCC 19527
2X46: ORGANISM_SCIENTIFIC: ARGAS REFLEXUS
3MEA: ORGANISM_SCIENTIFIC: HOMO SAPIENS
2QRL: ORGANISM_SCIENTIFIC: SACCHAROMYCES CEREVISIAE
5T1I: ORGANISM_SCIENTIFIC: HOMO SAPIENS
2F01: ORGANISM_SCIENTIFIC: STREPTOMYCES AVIDINII
3G02: ORGANISM_SCIENTIFIC: ASPERGILLUS NIGER
4YEC: ORGANISM_SCIENTIFIC: PARABACTEROIDES MERDAE ATCC 43184
5ANP: ORGANISM_SCIENTIFIC: BIZIONIA ARGENTINENSIS
3Q28: ORGANISM_SCIENTIFIC: ESCHERICHIA COLI, HOMO SAPIENS
4XFM: ORGANISM_SCIENTIFIC: PECTOBACTERIUM ATROSEPTICUM
5TKW: ORGANISM_SCIENTIFIC: KLEBSIELLA PNEUMONIAE SUBSP. PNEUMONIAE NTUH-
4PDY: ORGANISM_SCIENTIFIC: ALICYCLOBACILLUS ACIDOCALDARIUS SUBSP.
4P5N: ORGANISM_SCIENTIFIC: CRYPTOCOCCUS NEOFORMANS
3HYN: ORGANISM_SCIENTIFIC: EUBACTERIUM RECTALE ATCC 33656
4F0W: ORGANISM_SCIENTIFIC: PSEUDOMONAS AERUGINOSA
3SJM: ORGANISM_SCIENTIFIC: HOMO SAPIENS
3U9J: ORGANISM_SCIENTIFIC: HOMO SAPIENS
4KU0: ORGANISM_SCIENTIFIC: ENTEROBACTERIA PHAGE T4
1VQS: ORGANISM_SCIENTIFIC: AGROBACTERIUM TUMEFACIENS STR. C58
3CTZ: ORGANISM_SCIENTIFIC: HOMO SAPIENS
4OD6: ORGANISM_SCIENTIFIC: DEINOCOCCUS RADIODURANS
5ELB: ORGANISM_SCIENTIFIC: VIBRIO CHOLERAE
3D4E: ORGANISM_SCIENTIFIC: STREPTOCOCCUS MUTANS
2NXV: ORGANISM_SCIENTIFIC: RHODOBACTER BLASTICUS
3TG7: ORGANISM_SCIENTIFIC: HUMAN ADENOVIRUS 5
5FPZ: ORGANISM_SCIENTIFIC: YERSINIA ENTEROCOLITICA
2IYV: ORGANISM_SCIENTIFIC: MYCOBACTERIUM TUBERCULOSIS
5B7E: ORGANISM_SCIENTIFIC: ESCHERICHIA COLI K-12
3B0F: ORGANISM_SCIENTIFIC: MUS MUSCULUS
5EMI: ORGANISM_SCIENTIFIC: NOSTOC PUNCTIFORME (STRAIN ATCC 29133 / PCC
3IV4: ORGANISM_SCIENTIFIC: STAPHYLOCOCCUS AUREUS SUBSP. AUREUS
5MBX: ORGANISM_SCIENTIFIC: MUS MUSCULUS
4X9Z: ORGANISM_SCIENTIFIC: CONUS GENERALIS
1RK6: ORGANISM_SCIENTIFIC: ALCALIGENES FAECALIS
4PS6: ORGANISM_SCIENTIFIC: PSEUDOMONAS AERUGINOSA
4BOQ: ORGANISM_SCIENTIFIC: HOMO SAPIENS
3LHN: ORGANISM_SCIENTIFIC: SHEWANELLA ONEIDENSIS
4QEK: ORGANISM_SCIENTIFIC: MYCOBACTERIUM TUBERCULOSIS
1EKQ: ORGANISM_SCIENTIFIC: BACILLUS SUBTILIS
3S6E: ORGANISM_SCIENTIFIC: MUS MUSCULUS
2PW0: ORGANISM_SCIENTIFIC: SHEWANELLA ONEIDENSIS
2V3G: ORGANISM_SCIENTIFIC: CLOSTRIDIUM THERMOCELLUM
4A7U: ORGANISM_SCIENTIFIC: HOMO SAPIENS
1T1U: ORGANISM_SCIENTIFIC: RATTUS NORVEGICUS
1JEK: ORGANISM_SCIENTIFIC: none
3B5N: ORGANISM_SCIENTIFIC: SACCHAROMYCES CEREVISIAE
2E4T: ORGANISM_SCIENTIFIC: CLOSTRIDIUM THERMOCELLUM
2WOL: ORGANISM_SCIENTIFIC: STREPTOMYCES CLAVULIGERUS
4QY7: ORGANISM_SCIENTIFIC: BACILLUS SUBTILIS SUBSP. SUBTILIS STR. 168
4W8H: ORGANISM_SCIENTIFIC: HYDRA VULGARIS
2YZY: ORGANISM_SCIENTIFIC: THERMUS THERMOPHILUS
5F30: ORGANISM_SCIENTIFIC: THIOALKALIVIBRIO THIOCYANOXIDANS ARH 4
4IIY: ORGANISM_SCIENTIFIC: ESCHERICHIA COLI
3AIA: ORGANISM_SCIENTIFIC: METHANOCALDOCOCCUS JANNASCHII
3OM0: ORGANISM_SCIENTIFIC: RATTUS NORVEGICUS
5MN4: ORGANISM_SCIENTIFIC: STAPHYLOCOCCUS AUREUS
3OMD: ORGANISM_SCIENTIFIC: LEPTOSPIRILLUM RUBARUM
5KLA: ORGANISM_SCIENTIFIC: DROSOPHILA MELANOGASTER
3K1U: ORGANISM_SCIENTIFIC: CLOSTRIDIUM ACETOBUTYLICUM
4WLH: ORGANISM_SCIENTIFIC: HOMO SAPIENS
2UYT: ORGANISM_SCIENTIFIC: ESCHERICHIA COLI
3ESS: ORGANISM_SCIENTIFIC: VIBRIO CHOLERAE
3B0X: ORGANISM_SCIENTIFIC: THERMUS THERMOPHILUS
3EN0: ORGANISM_SCIENTIFIC: SYNECHOCYSTIS SP.
2JCB: ORGANISM_SCIENTIFIC: BACILLUS ANTHRACIS
4WEE: ORGANISM_SCIENTIFIC: RATTUS NORVEGICUS
2PIE: ORGANISM_SCIENTIFIC: HOMO SAPIENS
3CIJ: ORGANISM_SCIENTIFIC: ARCHAEOGLOBUS FULGIDUS
1ROC: ORGANISM_SCIENTIFIC: SACCHAROMYCES CEREVISIAE
1UCS: ORGANISM_SCIENTIFIC: LYCODICHTHYS DEARBORNI
3Q64: ORGANISM_SCIENTIFIC: MESORHIZOBIUM LOTI
3A0S: ORGANISM_SCIENTIFIC: THERMOTOGA MARITIMA
5IO9: ORGANISM_SCIENTIFIC: HOMO SAPIENS
3QHP: ORGANISM_SCIENTIFIC: HELICOBACTER PYLORI
4A3P: ORGANISM_SCIENTIFIC: HOMO SAPIENS
1EB6: ORGANISM_SCIENTIFIC: ASPERGILLUS ORYZAE
5JDA: ORGANISM_SCIENTIFIC: BACILLUS CEREUS (STRAIN ATCC 10987 / NRS 248)
2JKH: ORGANISM_SCIENTIFIC: HOMO SAPIENS
3TKF: ORGANISM_SCIENTIFIC: FRANCISELLA TULARENSIS SUBSP. TULARENSIS
3PSM: ORGANISM_SCIENTIFIC: PACHYRHIZUS EROSUS
1LQT: ORGANISM_SCIENTIFIC: MYCOBACTERIUM TUBERCULOSIS
2B9D: ORGANISM_SCIENTIFIC: HUMAN PAPILLOMAVIRUS TYPE 1A
4XB4: ORGANISM_SCIENTIFIC: SYNECHOCYSTIS SP.
1CC8: ORGANISM_SCIENTIFIC: SACCHAROMYCES CEREVISIAE
1UTG: ORGANISM_SCIENTIFIC: ORYCTOLAGUS CUNICULUS
4MYZ: ORGANISM_SCIENTIFIC: MOOREA PRODUCENS 3L
1R9L: ORGANISM_SCIENTIFIC: ESCHERICHIA COLI
2X3M: ORGANISM_SCIENTIFIC: PYROBACULUM SPHERICAL VIRUS
4IUM: ORGANISM_SCIENTIFIC: EQUINE ARTERITIS VIRUS
2D3D: ORGANISM_SCIENTIFIC: SACCHAROMYCES CEREVISIAE
2F22: ORGANISM_SCIENTIFIC: BACILLUS HALODURANS
3G36: ORGANISM_SCIENTIFIC: HOMO SAPIENS
3GP6: ORGANISM_SCIENTIFIC: ESCHERICHIA COLI
1KQ6: ORGANISM_SCIENTIFIC: HOMO SAPIENS
2CZS: ORGANISM_SCIENTIFIC: GEOBACTER SULFURREDUCENS
3ON9: ORGANISM_SCIENTIFIC: ECTROMELIA VIRUS
4YLQ: ORGANISM_SCIENTIFIC: HOMO SAPIENS
1W66: ORGANISM_SCIENTIFIC: MYCOBACTERIUM TUBERCULOSIS
4NOA: ORGANISM_SCIENTIFIC: PSEUDOMONAS AERUGINOSA
3U25: ORGANISM_SCIENTIFIC: PSEUDOMONAS AERUGINOSA
2XQQ: ORGANISM_SCIENTIFIC: HOMO SAPIENS
1KNM: ORGANISM_SCIENTIFIC: STREPTOMYCES LIVIDANS
2VH3: ORGANISM_SCIENTIFIC: POLYPEDATES LEUCOMYSTAX
5K4B: ORGANISM_SCIENTIFIC: NASONIA VITRIPENNIS
3MU7: ORGANISM_SCIENTIFIC: SCADOXUS MULTIFLORUS
1YT3: ORGANISM_SCIENTIFIC: ESCHERICHIA COLI
2R2Z: ORGANISM_SCIENTIFIC: ENTEROCOCCUS FAECALIS
4YTL: ORGANISM_SCIENTIFIC: SACCHAROMYCES CEREVISIAE (STRAIN ATCC 204508 /
3FDE: ORGANISM_SCIENTIFIC: MUS MUSCULUS
1Y6X: ORGANISM_SCIENTIFIC: MYCOBACTERIUM TUBERCULOSIS
1J34: ORGANISM_SCIENTIFIC: TRIMERESURUS FLAVOVIRIDIS
5C40: ORGANISM_SCIENTIFIC: HOMO SAPIENS
2WWX: ORGANISM_SCIENTIFIC: HOMO SAPIENS
3B79: ORGANISM_SCIENTIFIC: VIBRIO PARAHAEMOLYTICUS RIMD 2210633
4AFM: ORGANISM_SCIENTIFIC: EUBACTERIUM CELLULOSOLVENS
4OPC: ORGANISM_SCIENTIFIC: SULFOLOBUS ACIDOCALDARIUS
2FGQ: ORGANISM_SCIENTIFIC: DELFTIA ACIDOVORANS
4ALZ: ORGANISM_SCIENTIFIC: YERSINIA ENTEROCOLITICA
1ES9: ORGANISM_SCIENTIFIC: BOS TAURUS
4Z7X: ORGANISM_SCIENTIFIC: ACTINOMYCES ORIS
5B7F: ORGANISM_SCIENTIFIC: ESCHERICHIA COLI K-12
3OFG: ORGANISM_SCIENTIFIC: CAENORHABDITIS ELEGANS
1Z2U: ORGANISM_SCIENTIFIC: CAENORHABDITIS ELEGANS
5DLE: ORGANISM_SCIENTIFIC: BORRELIA BURGDORFERI (STRAIN ATCC 35210 / B31 /
3QX1: ORGANISM_SCIENTIFIC: HOMO SAPIENS
3TJ8: ORGANISM_SCIENTIFIC: HELICOBACTER PYLORI
1JOV: ORGANISM_SCIENTIFIC: HAEMOPHILUS INFLUENZAE
4QHQ: ORGANISM_SCIENTIFIC: BURKHOLDERIA CENOCEPACIA
3CKM: ORGANISM_SCIENTIFIC: HAEMOPHILUS INFLUENZAE
3FMY: ORGANISM_SCIENTIFIC: ESCHERICHIA COLI K-12
3M1X: ORGANISM_SCIENTIFIC: ENTAMOEBA HISTOLYTICA
5PHL: ORGANISM_SCIENTIFIC: HOMO SAPIENS
1UFY: ORGANISM_SCIENTIFIC: THERMUS THERMOPHILUS
3H5J: ORGANISM_SCIENTIFIC: MYCOBACTERIUM TUBERCULOSIS
3U7Z: ORGANISM_SCIENTIFIC: RUMINOCOCCUS GNAVUS
1JFB: ORGANISM_SCIENTIFIC: FUSARIUM OXYSPORUM
2QSK: ORGANISM_SCIENTIFIC: SCYTONEMA VARIUM
2W39: ORGANISM_SCIENTIFIC: PHANEROCHAETE CHRYSOSPORIUM
